Gene name,Ensembl ID,lead SNP,Trait,Other Traits GWAS significant in meta-analysis,chr,Variant_posa,Entrez ID,Biotype,Distanceb,<500kbpc,GWAS Hitd,All_evidencee,MostSevereConsequencef,PPC_Gene_MODERATEandHIGHg,EO_OAh,"bone diseases, developmentali",Coloc_Tissuesj,Piccolo_Tissuesk,MetaXcan_Tissuesl,Animal_Skeletonm,Prot_logFCn,Prot_FDRo,RNASeq_logFCp,RNASeq_FDRq,msh_Mendelr
MDM2,ENSG00000135679,rs317630,OA,NA,12,69637847,4193,protein_coding,393381,1,40,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,increased osteosarcoma incidence; abnormal bone marrow morphology,NA,NA,NA,NA,"li-fraumeni syndrome|liposarcoma|lipoma|cell transformation, neoplastic"
CPSF6,ENSG00000111605,rs317630,OA,NA,12,69637847,11052,protein_coding,0,1,40,_coloc_DEGmRNA,NA,NA,NA,NA,gtex7_brain_cerebellum,-,-,NA,NA,NA,-0.223373896,0.016522705,0
LYZ,ENSG00000090382,rs317630,OA,NA,12,69637847,4069,protein_coding,-110167,1,40,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,increased susceptibility to induced arthritis; abnormal osteoclast differentiation; increased trabecular bone volume; decreased compact bone mass; decreased trabecular bone volume; osteoporosis; decreased bone trabecula number; abnormal bone ossification; decreased bone mineral density; decreased compact bone thickness; decreased osteoclast cell number; increased osteoclast cell number; increased bone volume; increased bone trabecular spacing; abnormal skeleton development; arthritis; decreased susceptibility to induced arthritis; decreased trabecular bone mass; decreased bone resorption; increased bone mineral density; abnormal trabecular bone morphology; abnormal compact bone morphology; abnormal osteoclast physiology; increased bone resorption; abnormal osteoclast morphology; osteopetrosis,NA,NA,NA,NA,"amyloidosis, familial|amyloidosis"
FRS2,ENSG00000166225,rs317630,OA,NA,12,69637847,10818,protein_coding,-335722,1,40,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,decreased bone mineral content,NA,NA,NA,NA,0
CCT2,ENSG00000166226,rs317630,OA,NA,12,69637847,10576,protein_coding,-357503,1,40,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.199418024,0.020020669,0
RAB3IP,ENSG00000127328,rs317630,OA,NA,12,69637847,117177,protein_coding,-579137,0,40,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,decreased bone mineral density; decreased bone mineral content,NA,NA,NA,NA,0
MYRFL,ENSG00000166268,rs317630,OA,NA,12,69637847,196446,protein_coding,-715030,0,40,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,decreased rib number,NA,NA,NA,NA,0
DUSP6,ENSG00000139318,rs11105466,OA_kneehip,NA,12,90326919,1848,protein_coding,579871,0,41,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,premature coronal suture closure; delayed bone ossification; abnormal long bone epiphyseal ossification zone morphology; abnormal long bone hypertrophic chondrocyte zone; abnormal cranium morphology; abnormal middle ear ossicle morphology,NA,NA,NA,NA,hypogonadism|hypogonadism|kallmann syndrome
ATP2B1,ENSG00000070961,rs11105466,OA_kneehip,NA,12,90326919,490,protein_coding,223842,1,41,_coloc_Animal-skeletal_,NA,NA,NA,NA,gtex7_esophagus_mucosa,-,-,decreased bone mineralization; increased caudal vertebrae number; decreased bone mineral density; short tibia; decreased bone mineral density of femur,NA,NA,NA,NA,0
UBE2N,ENSG00000177889,rs2171126,OA,OA_kneehip,12,94167220,7334,protein_coding,331182,1,42,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.268901847,0.013984491,NA
SOCS2,ENSG00000120833,rs2171126,OA,OA_kneehip,12,94167220,8835,protein_coding,189957,1,42,_piccolo_Animal-skeletal_DEGmRNA,NA,NA,NA,NA,-,CD4,-,increased diameter of tibia; increased compact bone area; abnormal long bone epiphyseal plate proliferative zone; abnormal bone trabecula morphology; long radius; increased trabecular bone volume; increased bone trabecula number; abnormal tibia morphology; increased length of long bones; long tibia; long femur; decreased bone trabecular spacing; increased trabecular bone thickness; increased long bone epiphyseal plate size; increased width of hypertrophic chondrocyte zone; long humerus,NA,NA,-0.3888766,0.001098603,0
RP11-887P2.5,ENSG00000258274,rs2171126,OA,OA_kneehip,12,94167220,NA,antisense,35621,1,42,_coloc_,NA,NA,NA,NA,gtex7_pancreas,-,-,NA,NA,NA,NA,NA,NA
CRADD,ENSG00000169372,rs2171126,OA,OA_kneehip,12,94167220,8738,protein_coding,0,1,42,_piccolo_DEGmRNA,NA,NA,NA,NA,-,Mono-LPS-24h;mono-Pam3CSK4;Mono-LPS-2h;mono-re-Pam3CSK4;Macro-re-Salmonella;Macro-re-Listeria,-,NA,NA,NA,-0.184671629,0.047917143,"intellectual disability|mental retardation, x-linked"
CEP83,ENSG00000173588,rs2171126,OA,OA_kneehip,12,94167220,51134,protein_coding,-686544,0,42,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.242622679,0.005365728,"kidney diseases, cystic|kidney diseases, cystic"
P2RX7,ENSG00000089041,rs11059094,OA_hip,NA,12,122606837,5027,protein_coding,981002,0,43,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,decreased diameter of tibia; abnormal skeleton development; decreased diameter of femur; abnormal skeleton physiology; decreased diameter of long bones; increased osteoclast cell number,NA,NA,NA,NA,0
P2RX4,ENSG00000135124,rs11059094,OA_hip,NA,12,122606837,5025,protein_coding,934928,0,43,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,abnormal clavicle morphology,NA,NA,NA,NA,0
TMEM120B,ENSG00000188735,rs11059094,OA_hip,NA,12,122606837,144404,protein_coding,385930,1,43,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.220518066,0.000402727,0
AC156455.1,ENSG00000256546,rs11059094,OA_hip,NA,12,122606837,NA,processed_transcript,100315,1,43,_coloc_,NA,NA,NA,NA,gtex7_cells_transformed_fibroblasts,-,-,NA,NA,NA,NA,NA,NA
DIABLO,ENSG00000184047,rs11059094,OA_hip,NA,12,122606837,56616,protein_coding,-104278,1,43,_piccolo_,NA,NA,NA,NA,-,gtex7_cells_transformed_fibroblasts,-,NA,NA,NA,NA,NA,"hearing loss, sensorineural|deafness"
DIABLO,ENSG00000284934,rs11059094,OA_hip,NA,12,122606837,56616,protein_coding,-105244,1,43,_piccolo_,NA,NA,NA,NA,-,gtex7_cells_transformed_fibroblasts,-,NA,NA,NA,NA,NA,"hearing loss, sensorineural|deafness"
CCDC150P1,ENSG00000256304,rs11059094,OA_hip,NA,12,122606837,NA,processed_pseudogene,-202046,1,43,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.310836478,0.028123892,NA
DENR,ENSG00000139726,rs11059094,OA_hip,NA,12,122606837,8562,protein_coding,-648774,0,"43,44",_Animal-skeletal_DEGmRNA,NA,NA,NA,NA,-,-,-,decreased lumbar vertebrae number; increased rib number; increased sacral vertebrae number,NA,NA,-0.220902828,0.001269604,0
HIP1R,ENSG00000130787,rs11059094,OA_hip,NA,12,122606837,9026,protein_coding,-740670,0,"43,44",_Animal-skeletal_DEGmRNA,NA,NA,NA,NA,-,-,-,abnormal spine curvature; abnormal bone marrow cavity morphology,NA,NA,-0.30298263,0.007908288,0
VPS37B,ENSG00000139722,rs11059094,OA_hip,NA,12,122606837,79720,protein_coding,-774154,0,"43,44",_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.243724433,0.014790117,0
PITPNM2,ENSG00000090975,rs11059094,OA_hip,NA,12,122606837,57605,protein_coding,-1027725,0,"43,44",_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.490913682,7.83E-05,0
DENR,ENSG00000139726,rs56116847,OA_knee,OA;OA_kneehip,12,123835233,8562,protein_coding,579622,0,"43,44",_Animal-skeletal_DEGmRNA,NA,NA,NA,NA,-,-,-,decreased lumbar vertebrae number; increased rib number; increased sacral vertebrae number,NA,NA,-0.220902828,0.001269604,0
HIP1R,ENSG00000130787,rs56116847,OA_knee,OA;OA_kneehip,12,123835233,9026,protein_coding,487726,1,"43,44",_Animal-skeletal_DEGmRNA,NA,NA,NA,NA,-,-,-,abnormal spine curvature; abnormal bone marrow cavity morphology,NA,NA,-0.30298263,0.007908288,0
VPS37B,ENSG00000139722,rs56116847,OA_knee,OA;OA_kneehip,12,123835233,79720,protein_coding,454242,1,"43,44",_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.243724433,0.014790117,0
ABCB9,ENSG00000150967,rs56116847,OA_knee,OA;OA_kneehip,12,123835233,23457,protein_coding,369037,1,"43,44",_MetaXcan_,NA,NA,NA,NA,-,-,gtex7_colon_transverse,NA,NA,NA,NA,NA,0
PITPNM2,ENSG00000090975,rs56116847,OA_knee,OA;OA_kneehip,12,123835233,57605,protein_coding,200671,1,"43,44",_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.490913682,7.83E-05,0
MPHOSPH9,ENSG00000051825,rs56116847,OA_knee,OA;OA_kneehip,12,123835233,10198,protein_coding,106672,1,44,_MetaXcan_DEGmRNA,NA,NA,NA,NA,-,-,gtex7_esophagus_muscularis;gtex7_heart_left_ventricle;gtex7_skin_not_sun_exposed_suprapubic;gtex7_testis,NA,NA,NA,-0.245901001,0.002510047,0
C12orf65,ENSG00000130921,rs56116847,OA_knee,OA;OA_kneehip,12,123835233,91574,protein_coding,92727,1,44,_coloc_DEGmRNA,NA,NA,NA,NA,gtex7_colon_sigmoid,-,-,NA,NA,NA,-0.254470709,8.95E-06,"spastic paraplegia, hereditary|metabolism, inborn errors|hearing loss|mitochondrial diseases|spastic paraplegia, hereditary"
RP11-282O18.3,ENSG00000235423,rs56116847,OA_knee,OA;OA_kneehip,12,123835233,NA,antisense,89203,1,44,_coloc_,NA,NA,NA,NA,gtex7_brain_cerebellar_hemisphere,-,-,NA,NA,NA,NA,NA,NA
CDK2AP1,ENSG00000111328,rs56116847,OA_knee,OA;OA_kneehip,12,123835233,8099,protein_coding,78352,1,44,_coloc_MetaXcan_DEGmRNA,NA,NA,NA,NA,gtex7_thyroid;gtex7_skin_not_sun_exposed_suprapubic;gtex7_colon_transverse;gtex7_cells_transformed_fibroblasts;gtex7_skin_sun_exposed_lower_leg;gtex7_esophagus_muscularis;gtex7_breast_mammary_tissue;gtex7_adipose_visceral_omentum;gtex7_esophagus_mucosa;gtex7_nerve_tibial;gtex7_lung;gtex7_artery_aorta;gtex7_adipose_subcutaneous,-,gtex7_adipose_visceral_omentum;gtex7_breast_mammary_tissue;gtex7_colon_transverse;gtex7_esophagus_mucosa;gtex7_small_intestine_terminal_ileum;gtex7_spleen,NA,NA,NA,-0.153367358,0.047895161,0
SBNO1,ENSG00000139697,rs56116847,OA_knee,OA;OA_kneehip,12,123835233,55206,protein_coding,0,1,44,_MetaXcan_,NA,NA,NA,NA,-,-,gtex7_brain_substantia_nigra,NA,NA,NA,NA,NA,0
RILPL2,ENSG00000150977,rs56116847,OA_knee,OA;OA_kneehip,12,123835233,196383,protein_coding,-86031,1,44,_piccolo_DEGmRNA,NA,NA,NA,NA,-,B-cell,-,NA,NA,NA,0.261771505,0.001572381,0
SNRNP35,ENSG00000184209,rs56116847,OA_knee,OA;OA_kneehip,12,123835233,11066,protein_coding,-122468,1,44,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.149829042,0.045920758,0
DDX55,ENSG00000111364,rs56116847,OA_knee,OA;OA_kneehip,12,123835233,57696,protein_coding,-270255,1,44,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.182260711,0.016704653,0
DNAH10OS,ENSG00000250091,rs56116847,OA_knee,OA;OA_kneehip,12,123835233,NA,protein_coding,-584298,0,44,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.216691041,0.00598252,0
RFLNA,ENSG00000178882,rs56116847,OA_knee,OA;OA_kneehip,12,123835233,"100,533,183,144,347",protein_coding,-965337,0,44,_Animal-skeletal_DEGmRNA,NA,NA,NA,NA,-,-,-,abnormal nucleus pulposus morphology; abnormal intervertebral disk development; small intervertebral disk; short tibia; absent vertebral transverse processes; premature chondrocyte differentiation; kyphoscoliosis; decreased bone ossification; kyphosis; abnormal vertebral transverse process morphology; increased chondrocyte apoptosis; small vertebrae; absent intervertebral disk; intervertebral disk degeneration; abnormal vertebral body development; vertebral fusion; abnormal long bone epiphyseal plate proliferative zone; absent vertebral spinous process; abnormal sternum ossification; abnormal intervertebral disk morphology; decreased chondrocyte proliferation; abnormal vertebral column morphology; decreased diameter of femur; scoliosis; short femur; decreased long bone epiphyseal plate size; abnormal vertebral body morphology; decreased width of hypertrophic chondrocyte zone,NA,NA,-0.625836406,3.27E-05,NA
NCOR2,ENSG00000196498,rs56116847,OA_knee,OA;OA_kneehip,12,123835233,9612,protein_coding,-1216902,0,44,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,increased trabecular bone volume; abnormal trabecular bone morphology; decreased compact bone thickness; increased bone trabecula number; abnormal bone marrow cavity morphology; decreased bone strength; abnormal skeleton physiology; myelofibrosis; osteosclerosis; increased osteoclast cell number; abnormal bone marrow morphology,NA,NA,NA,NA,0
FGF7,ENSG00000140285,rs35912128,OA_knee,NA,15,50731131,2252,protein_coding,950159,0,45,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,abnormal bone structure; decreased bone mineral content,NA,NA,NA,NA,0
USP8,ENSG00000138592,rs35912128,OA_knee,NA,15,50731131,9101,protein_coding,0,1,45,_coloc_,NA,NA,NA,NA,gtex7_cells_transformed_fibroblasts;gtex7_testis;gtex7_adipose_subcutaneous;gtex7_whole_blood;gtex7_pancreas;gtex7_artery_aorta;gtex7_skin_not_sun_exposed_suprapubic,-,-,NA,NA,NA,NA,NA,"spastic paraplegia, hereditary|pituitary acth hypersecretion"
RP11-562A8.1,ENSG00000242737,rs35912128,OA_knee,NA,15,50731131,NA,processed_pseudogene,-28162,1,45,_coloc_,NA,NA,NA,NA,gtex7_skin_sun_exposed_lower_leg,-,-,NA,NA,NA,NA,NA,NA
RP11-562A8.5,ENSG00000259618,rs35912128,OA_knee,NA,15,50731131,NA,lincRNA,-58146,1,45,_coloc_,NA,NA,NA,NA,gtex7_testis,-,-,NA,NA,NA,NA,NA,NA
AP4E1,ENSG00000081014,rs35912128,OA_knee,NA,15,50731131,23431,protein_coding,-566966,0,45,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,increased bone mineral content; decreased caudal vertebrae number; decreased bone mineral content; abnormal femur morphology; increased sacral vertebrae number; increased bone mineral density,NA,NA,NA,NA,"spastic paraplegia, hereditary|stuttering|spastic paraplegia, hereditary"
TNFAIP8L3,ENSG00000183578,rs35912128,OA_knee,NA,15,50731131,388121,protein_coding,-666342,0,45,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.211235134,0.026769922,0
CYP19A1,ENSG00000137869,rs35912128,OA_knee,NA,15,50731131,1588,protein_coding,-899676,0,45,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,abnormal bone trabecula morphology; abnormal trabecular bone morphology; abnormal compact bone morphology; decreased bone mass; increased bone resorption; decreased bone mineral density; increased osteoclast cell number,NA,NA,NA,NA,"infertility, male|puberty, precocious|infertility, male|puberty, precocious"
CGNL1,ENSG00000128849,rs4775006,OA_knee,NA,15,58215727,84952,protein_coding,372802,1,46,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.366440469,0.001494265,NA
ALDH1A2,ENSG00000128918,rs4775006,OA_knee,NA,15,58215727,8854,protein_coding,-574338,0,46,_coloc_piccolo_MetaXcan_Animal-skeletal_DEGProt_,NA,NA,NA,NA,gtex7_ovary;gtex7_artery_tibial,gtex7_artery_tibial,gtex7_artery_tibial,abnormal laryngeal cartilage morphology; abnormal thyroid cartilage morphology; abnormal tracheal cartilage morphology; abnormal cricoid cartilage morphology; decreased tracheal cartilage ring number,-0.343681762,0.0218086,NA,NA,0
ADAM10,ENSG00000137845,rs4775006,OA_knee,NA,15,58215727,102,protein_coding,-826450,0,46,_Animal-skeletal_DEGmRNA,NA,NA,NA,NA,-,-,-,abnormal bone marrow morphology,NA,NA,0.230410213,0.000139392,pigmentation disorders|alzheimer disease|pigmentation disorders
MAP2K1,ENSG00000169032,rs12901372,OA_hip,NA,15,67370506,5604,protein_coding,585856,0,47,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,increased bone mass; mandible hypoplasia; short maxilla,NA,NA,NA,NA,"heart defects, congenital|heart defects, congenital"
LCTL,ENSG00000188501,rs12901372,OA_hip,NA,15,67370506,197021,protein_coding,512189,0,47,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.483443271,0.005553925,NA
SMAD3,ENSG00000166949,rs12901372,OA_hip,NA,15,67370506,4088,protein_coding,0,1,47,_EO-OA_coloc_piccolo_MetaXcan_Animal-skeletal_,NA,NA,yes,NA,gtex7_muscle_skeletal,gtex7_muscle_skeletal,gtex7_muscle_skeletal,abnormal tarsal bone morphology; kyphosis; abnormal articular cartilage morphology; abnormal epiphyseal plate morphology; abnormal sternum morphology; abnormal talus morphology; abnormal joint morphology; abnormal Meckel's cartilage morphology; abnormal carpal bone morphology; abnormal joint capsule morphology; kyphoscoliosis; osteoarthritis; abnormal thoracic cage morphology; abnormal cartilage morphology; abnormal skeleton physiology; increased width of hypertrophic chondrocyte zone; abnormal chondrocyte morphology; abnormal rib morphology; decreased bone mineral density; calcified joint,NA,NA,NA,NA,"loeys-dietz syndrome|aortic aneurysm, thoracic|loeys-dietz syndrome"
PIAS1,ENSG00000033800,rs12901372,OA_hip,NA,15,67370506,8554,protein_coding,-1120435,0,47,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.112502008,0.012867766,0
LOXL1,ENSG00000129038,rs35206230,OA,OA_kneehip,15,75097780,4016,protein_coding,853302,0,48,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.300997945,0.004437163,exfoliation syndrome
ISLR2,ENSG00000167178,rs35206230,OA,OA_kneehip,15,75097780,57611,protein_coding,666899,0,48,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.679088904,0.00096451,0
ISLR,ENSG00000129009,rs35206230,OA,OA_kneehip,15,75097780,3671,protein_coding,628567,0,48,_Animal-skeletal_DEGmRNA,NA,NA,NA,NA,-,-,-,long radius; abnormal osteoid morphology; long tibia; abnormal osteoblast morphology; increased osteoid volume; increased osteoblast cell number,NA,NA,0.489449969,0.002184296,0
STRA6,ENSG00000137868,rs35206230,OA,OA_kneehip,15,75097780,64220,protein_coding,593172,0,48,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,abnormal cranium morphology; enlarged cranium,NA,NA,NA,NA,lung diseases|microphthalmos|coloboma
CCDC33,ENSG00000140481,rs35206230,OA,OA_kneehip,15,75097780,80125,protein_coding,468967,1,48,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,short tibia; decreased caudal vertebrae number,NA,NA,NA,NA,0
SEMA7A,ENSG00000138623,rs35206230,OA,OA_kneehip,15,75097780,8482,protein_coding,371481,1,48,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.307910433,0.04501569,transfusion reaction
EDC3,ENSG00000179151,rs35206230,OA,OA_kneehip,15,75097780,80153,protein_coding,109147,1,48,_coloc_,NA,NA,NA,NA,gtex7_adipose_subcutaneous,-,-,NA,NA,NA,NA,NA,"mental retardation, x-linked"
CYP1A1,ENSG00000140465,rs35206230,OA,OA_kneehip,15,75097780,1543,protein_coding,79829,1,48,_coloc_piccolo_MetaXcan_DEGmRNA,NA,NA,NA,NA,gtex7_adipose_visceral_omentum;gtex7_adipose_subcutaneous;gtex7_lung;gtex7_colon_sigmoid;gtex7_muscle_skeletal,gtex7_muscle_skeletal,gtex7_adipose_subcutaneous;gtex7_breast_mammary_tissue,NA,NA,NA,0.644547202,0.004734915,0
CSK,ENSG00000103653,rs35206230,OA,OA_kneehip,15,75097780,1445,protein_coding,2241,1,48,_coloc_piccolo_MetaXcan_,NA,NA,NA,NA,gtex7_adipose_subcutaneous;gtex7_lung,gtex7_lung;Neutro;Macro-re-Salmonella;Mono-naive;gtex7_whole_blood,gtex7_adipose_subcutaneous;gtex7_artery_aorta;gtex7_spleen,NA,NA,NA,NA,NA,0
LMAN1L,ENSG00000140506,rs35206230,OA,OA_kneehip,15,75097780,79748,protein_coding,-20319,1,48,_piccolo_,NA,NA,NA,NA,-,mono-re-Flu,-,NA,NA,NA,NA,NA,0
ULK3,ENSG00000140474,rs35206230,OA,OA_kneehip,15,75097780,25989,protein_coding,-37907,1,48,_coloc_piccolo_MetaXcan_,NA,NA,NA,NA,gtex7_lung,Macro-naive,gtex7_heart_left_ventricle;gtex7_lung,NA,NA,NA,NA,NA,0
SCAMP2,ENSG00000140497,rs35206230,OA,OA_kneehip,15,75097780,10066,protein_coding,-67926,1,48,_coloc_MetaXcan_,NA,NA,NA,NA,gtex7_brain_cerebellar_hemisphere,-,gtex7_brain_cerebellar_hemisphere;gtex7_esophagus_mucosa,NA,NA,NA,NA,NA,0
MPI,ENSG00000178802,rs35206230,OA,OA_kneehip,15,75097780,4351,protein_coding,-96780,1,48,_piccolo_MetaXcan_Animal-skeletal_DEGProt_,NA,NA,NA,NA,-,gtex7_brain_anterior_cingulate_cortex_ba24,gtex7_brain_caudate_basal_ganglia;gtex7_brain_nucleus_accumbens_basal_ganglia;gtex7_esophagus_muscularis,abnormal bone mineralization,-0.423438798,0.001192443,NA,NA,congenital disorders of glycosylation|congenital disorders of glycosylation
COX5A,ENSG00000178741,rs35206230,OA,OA_kneehip,15,75097780,9377,protein_coding,-132729,1,48,_DEGProt_,NA,NA,NA,NA,-,-,-,NA,0.474358172,0.046936306,NA,NA,0
RPP25,ENSG00000178718,rs35206230,OA,OA_kneehip,15,75097780,54913,protein_coding,-152025,1,48,_coloc_MetaXcan_,NA,NA,NA,NA,gtex7_adrenal_gland,-,gtex7_adipose_subcutaneous;gtex7_adrenal_gland;gtex7_artery_aorta;gtex7_artery_tibial;gtex7_cells_transformed_fibroblasts;gtex7_esophagus_mucosa;gtex7_lung;gtex7_pancreas,NA,NA,NA,NA,NA,0
NEIL1,ENSG00000140398,rs35206230,OA,OA_kneehip,15,75097780,79661,protein_coding,-551675,0,48,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,joint inflammation,NA,NA,NA,NA,0
MAN2C1,ENSG00000140400,rs35206230,OA,OA_kneehip,15,75097780,4123,protein_coding,-563191,0,48,_DEGProt_,NA,NA,NA,NA,-,-,-,NA,-0.39110454,0.000951837,NA,NA,0
PTPN9,ENSG00000169410,rs35206230,OA,OA_kneehip,15,75097780,5780,protein_coding,-773850,0,48,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,abnormal neurocranium morphology; abnormal tooth morphology; domed cranium; meningomyelocele; abnormal long bone diaphysis morphology,NA,NA,NA,NA,NA
IMP3,ENSG00000177971,rs35206230,OA,OA_kneehip,15,75097780,55272,protein_coding,-843267,0,48,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.165926119,0.022802872,0
SNX33,ENSG00000173548,rs35206230,OA,OA_kneehip,15,75097780,257364,protein_coding,-856862,0,48,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.234098058,0.00220896,0
CSPG4,ENSG00000173546,rs35206230,OA,OA_kneehip,15,75097780,1464,protein_coding,-907409,0,48,_DEGProt_,NA,NA,NA,NA,-,-,-,NA,-0.318131398,0.015214179,NA,NA,NA
RP11-467J12.4,ENSG00000277639,rs9930333,OA_kneehip,NA,16,53799977,NA,protein_coding,713192,0,49,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.366194304,0.029740462,NA
RBL2,ENSG00000103479,rs9930333,OA_kneehip,NA,16,53799977,5934,protein_coding,274416,1,49,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,abnormal supraoccipital bone morphology; abnormal long bone epiphyseal ossification zone morphology; short tibia; abnormal limb bone morphology; increased diameter of radius; abnormal craniofacial bone morphology; short radius; abnormal chondrocyte morphology; abnormal humerus morphology; short ulna; abnormal scapular spine morphology; abnormal tooth development; short humerus; abnormal tracheal cartilage morphology; short fibula; abnormal long bone epiphyseal plate proliferative zone; abnormal middle ear ossicle morphology; absent incisors; small incisors; abnormal rib development; increased diameter of humerus; interparietal bone hypoplasia; delayed endochondral bone ossification; increased width of hypertrophic chondrocyte zone; increased diameter of ulna; decreased length of long bones; short femur; abnormal long bone epiphyseal plate morphology; small supraoccipital bone; decreased long bone epiphyseal plate size; small thoracic cage; abnormal bone mineralization,NA,NA,NA,NA,0
AKTIP,ENSG00000166971,rs9930333,OA_kneehip,NA,16,53799977,64400,protein_coding,261654,1,49,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,decreased bone mineral density; abnormal bone structure; short tibia; decreased bone mineral content,NA,NA,NA,NA,0
RPGRIP1L,ENSG00000103494,rs9930333,OA_kneehip,NA,16,53799977,23322,protein_coding,62127,1,49,_Animal-skeletal_DEGmRNA,NA,NA,NA,NA,-,-,-,abnormal viscerocranium morphology; abnormal basioccipital bone morphology; fusion of vertebral arches; abnormal maxilla morphology; mandible hypoplasia; abnormal cervical vertebrae morphology; abnormal cranium morphology; absent vertebral body; abnormal vertebral arch morphology; abnormal mandible morphology; abnormal incisor morphology; abnormal hyoid bone morphology; abnormal basisphenoid bone morphology; abnormal rib morphology; abnormal vertebral body morphology,NA,NA,-0.359198803,2.61E-05,cerebellar diseases|polycystic kidney diseases|cerebellar diseases|cholestasis|cholestasis|encephalocele
FTO,ENSG00000140718,rs9930333,OA_kneehip,NA,16,53799977,79068,protein_coding,0,1,49,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,decreased bone mineral density,NA,NA,NA,NA,obesity|dwarfism
IRX3,ENSG00000177508,rs9930333,OA_kneehip,NA,16,53799977,79191,protein_coding,-520698,0,49,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.73413339,0.000944803,0
CDH3,ENSG00000062038,rs6499244,OA_knee,OA_kneehip,16,69735271,1001,protein_coding,978752,0,50,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.317916331,0.01915083,"ectodermal dysplasia|hand deformities, congenital|macular degeneration|hypotrichosis"
TANGO6,ENSG00000103047,rs6499244,OA_knee,OA_kneehip,16,69735271,79613,protein_coding,616188,0,50,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,decreased rib number,NA,NA,NA,NA,0
PDF,ENSG00000258429,rs6499244,OA_knee,OA_kneehip,16,69735271,64146,protein_coding,370773,1,50,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.205953917,0.016534642,0
NFAT5,ENSG00000102908,rs6499244,OA_knee,OA_kneehip,16,69735271,10725,protein_coding,0,1,50,_coloc_piccolo_,NA,NA,NA,NA,gtex7_thyroid,gtex7_thyroid;leuco-sepsis,-,NA,NA,NA,NA,NA,0
WWP2,ENSG00000198373,rs6499244,OA_knee,OA_kneehip,16,69735271,11060,protein_coding,-240373,1,50,_Animal-skeletal_DEGmRNA,NA,NA,NA,NA,-,-,-,short nasal bone; long lower incisors; domed cranium; abnormal jaw morphology,NA,NA,-0.330278517,0.043646989,0
CLEC18A,ENSG00000157322,rs6499244,OA_knee,OA_kneehip,16,69735271,348174,protein_coding,-263084,1,50,_coloc_MetaXcan_,NA,NA,NA,NA,gtex7_ovary;gtex7_adipose_subcutaneous,-,gtex7_adipose_subcutaneous;gtex7_breast_mammary_tissue;gtex7_esophagus_muscularis;gtex7_liver;gtex7_muscle_skeletal,NA,NA,NA,NA,NA,0
