geneid	chr	s1	s2
ENSG00000066697	chr9	100427156	100451711
ENSG00000066739	chr14	96279202	96363870
ENSG00000066777	chr8	67173511	67343677
ENSG00000066827	chr8	134477788	134713049
ENSG00000066855	chr8	65644734	65771261
ENSG00000066926	chr18	57548283	57586772
ENSG00000066933	chr15	71822289	72118577
ENSG00000067048	chrY	12904108	12920478
ENSG00000067057	chr10	3066333	3137712
ENSG00000067064	chr10	1039152	1049170
ENSG00000067066	chr2	230415942	230544090
ENSG00000067082	chr10	3775996	3785281
ENSG00000067113	chr5	55424854	55535050
ENSG00000067141	chr15	73051710	73305206
ENSG00000067167	chr8	70573442	70608387
ENSG00000067177	chrX	72578814	72714319
ENSG00000067182	chr12	6328757	6342114
ENSG00000067191	chr17	39173456	39197703
ENSG00000067208	chr1	92508696	92792404
ENSG00000067221	chr15	73978923	73994622
ENSG00000067225	chr15	72199029	72231822
ENSG00000067248	chr5	55256245	55307722
ENSG00000067334	chr1	93866283	93879918
ENSG00000067365	chr16	8621683	8649654
ENSG00000067369	chr15	43403061	43510728
ENSG00000067445	chrX	54920462	54931431
ENSG00000067533	chr1	218285287	218337983
ENSG00000067560	chr3	49359145	49412998
ENSG00000067596	chr17	43483865	43544463
ENSG00000067646	chrY	2935281	2982506
ENSG00000067704	chr1	220094102	220148041
ENSG00000067798	chr12	77324641	78213008
ENSG00000067829	chrX	153785766	153794523
ENSG00000067836	chr16	4796968	4802950
ENSG00000067840	chrX	153802166	153830565
ENSG00000067900	chr18	20946906	21111851
ENSG00000067955	chr16	67029116	67101058
ENSG00000068001	chr3	50317790	50322906
ENSG00000068024	chr2	239048168	239401654
ENSG00000068028	chr3	50329782	50340980
ENSG00000068097	chr17	60043194	60078931
ENSG00000068120	chr17	42561467	42566277
ENSG00000068137	chr17	42667914	42676994
ENSG00000068305	chr15	99565417	99716466
ENSG00000068308	chrX	48922028	48958386
ENSG00000068323	chrX	49028726	49043486
ENSG00000068354	chrX	48539457	48562609
ENSG00000068366	chrX	109624244	109733403
ENSG00000068383	chr10	132537820	132783480
ENSG00000068394	chrX	49113389	49123801
ENSG00000068400	chrX	48973720	49002264
ENSG00000068438	chrX	48476021	48486364
ENSG00000068650	chr13	112690329	112887168
ENSG00000068654	chr2	86020216	86106155
ENSG00000068697	chr2	20032650	20052028
ENSG00000068724	chr2	46916157	47076137
ENSG00000068745	chr3	48688003	48740353
ENSG00000068784	chr2	45388680	45612165
ENSG00000068796	chr5	62306162	62537249
ENSG00000068878	chr2	53864067	53970840
ENSG00000068885	chr3	160256986	160399880
ENSG00000068903	chr19	38878555	38899862
ENSG00000068912	chr2	53787044	53818819
ENSG00000068971	chr11	64917553	64934473
ENSG00000069011	chr5	135027735	135034813
ENSG00000069020	chr5	66596361	67169595
ENSG00000069188	chr17	73334384	73644089
ENSG00000069248	chr1	229440260	229508341
ENSG00000069275	chr1	205712819	205750276
ENSG00000069329	chr16	46656132	46689518
ENSG00000069345	chr16	46955362	46973788
ENSG00000069399	chr19	44747705	44760044
ENSG00000069509	chrX	44523639	44543001
ENSG00000069667	chr15	60488284	61229319
ENSG00000069702	chr1	91680343	91906335
ENSG00000069849	chr3	141876124	141926514
ENSG00000069869	chr15	55826922	55993746
ENSG00000069943	chr15	55318960	55355648
ENSG00000069956	chr15	51952106	52067372
ENSG00000069966	chr15	52115105	52191369
ENSG00000069974	chr15	55202966	55319113
ENSG00000069998	chr22	17137511	17165287
ENSG00000070010	chr22	19449910	19479215
ENSG00000070018	chr12	12116025	12267012
ENSG00000070047	chr11	576486	612222
ENSG00000070061	chr9	108867517	108934116
ENSG00000070081	chr11	17208153	17349980
ENSG00000070087	chr3	149964904	150050788
ENSG00000070214	chr9	105244622	105439171
ENSG00000070269	chr14	56488354	56650606
ENSG00000070366	chr17	2059839	2303771
ENSG00000070367	chr14	57200507	57269008
ENSG00000070371	chr22	19179473	19291716
ENSG00000070404	chr19	676365	683399
ENSG00000070413	chr22	19036282	19122454
ENSG00000070423	chr19	647526	663277
ENSG00000070444	chr17	2384060	2401118
ENSG00000070476	chr3	126437601	126475919
ENSG00000070495	chr17	76712832	76726799
ENSG00000070501	chr8	42338454	42371808
ENSG00000070540	chr17	68420948	68457513
ENSG00000070610	chr9	35736866	35749228
ENSG00000070614	chr5	150485818	150558211
ENSG00000070718	chr8	42152946	42171673
ENSG00000070756	chr8	100685816	100722809
ENSG00000070759	chr1	45343883	45491166
ENSG00000070761	chr16	58113588	58129450
ENSG00000070770	chr16	58157907	58197920
ENSG00000070778	chr14	88465778	88554733
ENSG00000070785	chr1	44850522	44986722
ENSG00000070814	chr5	150357639	150400308
ENSG00000070831	chr1	22052627	22092946
ENSG00000070882	chr7	24796539	24981634
ENSG00000070950	chr3	8775402	8963773
ENSG00000070961	chr12	89588049	89709300
ENSG00000071051	chr2	105744897	105894274
ENSG00000071054	chr2	101696850	101894689
ENSG00000071082	chr2	101001715	101024032
ENSG00000071127	chr4	10074339	10116949
ENSG00000071189	chr7	17790761	17940501
ENSG00000071205	chr4	147732063	148072780
ENSG00000071242	chr6	166409364	166906451
ENSG00000071243	chr7	120950749	120977216
ENSG00000071246	chr14	76762189	76783015
ENSG00000071282	chr3	8501707	8574673
ENSG00000071462	chr7	73683025	73705161
ENSG00000071537	chr14	81471549	81533861
ENSG00000071553	chrX	154428632	154436516
ENSG00000071564	chr19	1609290	1652605
ENSG00000071575	chr2	12716889	12742734
ENSG00000071626	chr19	1407569	1435687
ENSG00000071655	chr19	1573596	1592801
ENSG00000071794	chr3	149030127	149086554
ENSG00000071859	chrX	154444126	154450654
ENSG00000071889	chrX	154506159	154516242
ENSG00000071894	chr8	144393229	144409349
ENSG00000071967	chr2	171522247	171558133
ENSG00000071994	chr6	170575295	170584692
ENSG00000072041	chr12	84859488	84913615
ENSG00000072042	chr14	67676801	67695814
ENSG00000072062	chr19	14091688	14118084
ENSG00000072071	chr19	14147743	14206187
ENSG00000072110	chr14	68874143	68979440
ENSG00000072121	chr14	67727374	67816590
ENSG00000072134	chr17	19215615	19336715
ENSG00000072135	chr2	130356007	130375409
ENSG00000072163	chr2	127638381	127681786
ENSG00000072195	chr2	219434846	219498287
ENSG00000072210	chr17	19648136	19677598
ENSG00000072274	chr3	196027183	196082189
ENSG00000072310	chr17	17810399	17837002
ENSG00000072364	chr5	132875379	132963634
ENSG00000072401	chr10	58334975	58370753
ENSG00000072415	chr14	67241109	67335819
ENSG00000072422	chr10	60869438	61001440
ENSG00000072501	chrX	53374149	53422728
ENSG00000072506	chrX	53431258	53434373
ENSG00000072518	chr11	63838928	63911019
ENSG00000072609	chr12	132822187	132956304
ENSG00000072657	chr12	72087266	72670757
ENSG00000072682	chr5	132191838	132295315
ENSG00000072736	chr16	68084751	68229259
ENSG00000072756	chr3	3126916	3150879
ENSG00000072778	chr17	7217125	7225273
ENSG00000072786	chr5	172042073	172188386
ENSG00000072803	chr5	171861549	172006873
ENSG00000072832	chr4	5748084	5893058
ENSG00000072840	chr4	5711197	5814305
ENSG00000072849	chr17	5471251	5486811
ENSG00000072864	chr16	15643267	15726353
ENSG00000072952	chr11	10573091	10693988
ENSG00000072958	chr19	16197578	16245907
ENSG00000073008	chr19	44643798	44663583
ENSG00000073050	chr19	43543040	43580473
ENSG00000073060	chr12	124776856	124882668
ENSG00000073111	chr3	127598223	127622436
ENSG00000073150	chr22	50170731	50180294
ENSG00000073169	chr22	50200979	50217616
ENSG00000073331	chr4	112285509	112442620
ENSG00000073350	chr17	75525080	75575208
ENSG00000073417	chr15	84980440	85139145
ENSG00000073536	chr17	35128753	35142315
ENSG00000073578	chr5	218241	256700
ENSG00000073584	chr17	40624962	40648864
ENSG00000073605	chr17	39904595	39919854
ENSG00000073614	chr12	280129	389454
ENSG00000073711	chr3	135965673	136147891
ENSG00000073712	chr14	52857268	52952435
ENSG00000073756	chr1	186671791	186680427
ENSG00000073792	chr3	185643739	185825056
ENSG00000073803	chr3	185282941	185489097
ENSG00000073849	chr3	186930485	187078553
ENSG00000073910	chr13	31846713	32299122
ENSG00000073921	chr11	85957684	86069882
ENSG00000073969	chr17	46590669	46757464
ENSG00000074047	chr2	120735623	120992653
ENSG00000074054	chr2	121337776	121649587
ENSG00000074071	chr16	1771890	1773155
ENSG00000074181	chr19	15159038	15200981
ENSG00000074201	chr11	77514936	77637805
ENSG00000074219	chr19	49340595	49362457
ENSG00000074266	chr11	86244544	86278813
ENSG00000074319	chr11	18468336	18527232
ENSG00000074356	chr17	3802165	3846251
ENSG00000074416	chr3	127689062	127823250
ENSG00000074582	chr2	218658764	218663443
ENSG00000074590	chr12	106063340	106140033
ENSG00000074603	chr15	65442463	65517704
ENSG00000074621	chr15	65611366	65660995
ENSG00000074657	chr18	58862600	58986480
ENSG00000074695	chr18	59327823	59359962
ENSG00000074696	chr15	65530418	65578352
ENSG00000074755	chr17	4004445	4143020
ENSG00000074800	chr1	8861000	8879250
ENSG00000074842	chr19	4641374	4670370
ENSG00000074855	chr19	17323223	17334829
ENSG00000074935	chr6	112070777	112087529
ENSG00000074964	chr1	17539835	17697874
ENSG00000075089	chr12	100199122	100241865
ENSG00000075142	chr7	88205118	88226993
ENSG00000075151	chr1	20806292	21176888
ENSG00000075188	chr12	102073103	102120124
ENSG00000075223	chr7	80742538	80922359
ENSG00000075234	chr22	46267961	46294008
ENSG00000075239	chr11	108121516	108147776
ENSG00000075240	chr22	46576012	46679790
ENSG00000075275	chr22	46360834	46537170
ENSG00000075292	chr2	71276561	71435069
ENSG00000075303	chr7	87833568	87876357
ENSG00000075336	chr18	74148511	74160530
ENSG00000075391	chr1	178094141	178484147
ENSG00000075399	chr16	89707134	89720986
ENSG00000075407	chr10	38094334	38150293
ENSG00000075413	chr14	103385392	103503831
ENSG00000075415	chr12	98593591	98606379
ENSG00000075420	chr3	172039628	172401665
ENSG00000075426	chr2	28392448	28417312
ENSG00000075539	chr4	48497361	48780322
ENSG00000075568	chr2	97756333	97995891
ENSG00000075618	chr7	5592823	5606655
ENSG00000075624	chr7	5527147	5563784
ENSG00000075643	chr18	36187519	36272157
ENSG00000075651	chr3	171600405	171810950
ENSG00000075711	chr3	197042560	197299300
ENSG00000075785	chr3	128726122	128814796
ENSG00000075790	chr7	107579977	107629170
ENSG00000075856	chr12	108522580	108561400
ENSG00000075914	chr3	44975241	45036066
ENSG00000075945	chr1	169921326	170085208
ENSG00000075975	chr3	12557014	12583713
ENSG00000076003	chr2	135839626	135876426
ENSG00000076043	chr11	114439386	114450279
ENSG00000076053	chr11	114400030	114414203
ENSG00000076067	chr12	56521929	56596196
ENSG00000076108	chr12	56595596	56636816
ENSG00000076201	chr3	47381011	47413441
ENSG00000076242	chr3	36993332	37050918
ENSG00000076248	chr12	109097574	109110992
ENSG00000076321	chr1	173714941	173786702
ENSG00000076351	chr17	28394756	28407197
ENSG00000076356	chr1	208022242	208244320
ENSG00000076513	chr12	109999186	110039763
ENSG00000076554	chr8	80034745	80231232
ENSG00000076604	chr17	28743984	28750958
ENSG00000076641	chr8	80967810	81112068
ENSG00000076650	chr19	33080880	33130542
ENSG00000076685	chr10	103088017	103193306
ENSG00000076706	chr11	119308529	119321521
ENSG00000076716	chrX	133300103	133415490
ENSG00000076770	chrX	132369317	132489968
ENSG00000076924	chr19	7619525	7629565
ENSG00000076928	chr19	41883161	41930150
ENSG00000076984	chr19	7903843	7914478
ENSG00000077044	chr2	233354507	233472104
ENSG00000077092	chr3	25174332	25597932
ENSG00000077097	chr3	25597905	25664907
ENSG00000077147	chr10	96518109	96587452
ENSG00000077150	chr10	102394110	102402529
ENSG00000077152	chr1	202331657	202341980
ENSG00000077157	chr1	202348699	202592706
ENSG00000077232	chr2	182716041	182794464
ENSG00000077235	chr16	27459555	27549913
ENSG00000077238	chr16	27313668	27364778
ENSG00000077254	chr1	77695987	77759852
ENSG00000077274	chrX	111245103	111270523
ENSG00000077312	chr19	40750637	40765389
ENSG00000077348	chr19	41386374	41397479
ENSG00000077380	chr2	171687409	171748420
ENSG00000077454	chr7	100574011	100586153
ENSG00000077458	chr11	95768942	95790409
ENSG00000077463	chr19	4174109	4182604
ENSG00000077514	chr11	74493851	74669117
ENSG00000077549	chr1	19338776	19485539
ENSG00000077585	chr1	236142505	236221865
ENSG00000077616	chr11	90131515	90192894
ENSG00000077684	chr4	128809623	128875224
ENSG00000077713	chrX	119399060	119454478
ENSG00000077721	chrX	119574467	119591083
ENSG00000077782	chr8	38411138	38468834
ENSG00000077942	chr22	45502238	45601135
ENSG00000078043	chr18	46803224	46920160
ENSG00000078061	chrX	47561100	47571920
ENSG00000078070	chr3	183015218	183116075
ENSG00000078098	chr2	162170684	162245151
ENSG00000078114	chr10	20779973	21174187
ENSG00000078124	chr11	76860867	77026797
ENSG00000078140	chr4	39698044	39782792
ENSG00000078142	chr18	41955206	42087830
ENSG00000078177	chr4	40056826	40158252
ENSG00000078237	chr12	4307763	4354593
ENSG00000078246	chr12	2877223	2941140
ENSG00000078269	chr6	157981887	158099176
ENSG00000078304	chr14	101761798	101927989
ENSG00000078369	chr1	1785285	1891117
ENSG00000078399	chr7	27162435	27175180
ENSG00000078401	chr6	12290363	12297194
ENSG00000078403	chr10	21524675	21743630
ENSG00000078618	chr1	51789191	51878937
ENSG00000078668	chr8	42391624	42405897
ENSG00000078674	chr8	17922840	18029944
ENSG00000078687	chr17	77959240	78108835
ENSG00000078699	chr20	33490075	33650036
ENSG00000078747	chr20	34363235	34511393
ENSG00000078804	chr20	34704290	34713439
ENSG00000078808	chr1	1216908	1232031
ENSG00000078902	chr11	1274371	1309654
ENSG00000078967	chr7	43926438	43956136
ENSG00000079102	chr8	91954967	92103286
ENSG00000079134	chr18	214520	268050
ENSG00000079150	chr2	178463664	178478600
ENSG00000079246	chr2	216107464	216206303
ENSG00000079257	chr3	158645822	158672693
ENSG00000079277	chr1	46557408	46616843
ENSG00000079308	chr2	217799588	218010421
ENSG00000079313	chr19	1815246	1848463
ENSG00000079332	chr10	70147289	70170523
ENSG00000079335	chr1	100345001	100520278
ENSG00000079337	chr12	47734367	47771040
ENSG00000079387	chr12	48042898	48106308
ENSG00000079432	chr19	42268537	42295797
ENSG00000079459	chr8	11795573	11839309
ENSG00000079482	chrX	68042344	68433913
ENSG00000079616	chr16	29790719	29805385
ENSG00000079691	chr6	25279078	25620530
ENSG00000079739	chr1	63593276	63660245
ENSG00000079785	chr2	15591178	15631111
ENSG00000079805	chr19	10718079	10833488
ENSG00000079819	chr6	130839347	131063322
ENSG00000079841	chr6	71886703	72403143
ENSG00000079950	chr6	132445867	132513198
ENSG00000079974	chr22	50767501	50783663
ENSG00000079999	chr19	10486120	10503741
ENSG00000080189	chr20	46345980	46364458
ENSG00000080200	chr3	97822040	97944963
ENSG00000080345	chr2	151409883	151508013
ENSG00000080371	chr12	71754874	71800285
ENSG00000080503	chr9	1980290	2193624
ENSG00000080546	chr6	108986437	109094819
ENSG00000080561	chrX	107825755	107927193
ENSG00000080603	chr16	30698209	30741409
ENSG00000080608	chr9	2720469	2844241
ENSG00000080644	chr15	78593052	78621295
ENSG00000080709	chr5	114360945	114496500
ENSG00000080802	chr7	135361795	135510127
ENSG00000080815	chr14	73136418	73223691
ENSG00000080819	chr3	98521132	98593723
ENSG00000080822	chr3	98497912	98523066
ENSG00000080823	chr14	102224500	102305200
ENSG00000080824	chr14	102080738	102139699
ENSG00000080845	chr20	36306336	36528637
ENSG00000081014	chr15	50908672	51005900
ENSG00000081019	chr1	113761832	113812476
ENSG00000081026	chr1	113390749	113685923
ENSG00000081052	chr2	227002711	227164453
ENSG00000081059	chr5	134114711	134151865
ENSG00000081087	chr6	108041409	108165854
ENSG00000081154	chr3	101574095	101594437
ENSG00000081177	chr14	69191511	69244020
ENSG00000081307	chr3	132654446	132678097
ENSG00000081320	chr2	196133566	196176503
ENSG00000081377	chr9	96490241	96619830
ENSG00000081386	chr9	96755865	96778129
ENSG00000081665	chr19	19785839	19821751
ENSG00000081692	chr1	227730425	227735411
ENSG00000081721	chr1	161749758	161757238
ENSG00000081760	chr12	125065379	125143333
ENSG00000081791	chr5	141923808	141942047
ENSG00000081803	chr7	122318425	122886759
ENSG00000081870	chr1	53916574	53945929
ENSG00000081913	chr18	62715450	62980433
ENSG00000082014	chr7	151238764	151277896
ENSG00000082068	chr5	37379212	37753435
ENSG00000082146	chr2	201387858	201480846
ENSG00000082153	chr2	200810594	200827338
ENSG00000082196	chr5	34019448	34043832
ENSG00000082212	chr18	50878734	50954257
ENSG00000082213	chr5	31532266	31555058
ENSG00000082258	chr2	134918235	134959342
ENSG00000082269	chr6	70412941	70561174
ENSG00000082438	chr2	164653624	164843679
ENSG00000082497	chr1	210232799	210246631
ENSG00000082512	chr1	211326615	211374946
ENSG00000082515	chr5	154941070	154969411
ENSG00000082516	chr5	154887416	154938209
ENSG00000082641	chr17	48048329	48061487
ENSG00000082701	chr3	119821323	120094417
ENSG00000082781	chr3	124761948	124901418
ENSG00000082805	chr12	990509	1495933
ENSG00000082898	chr2	61477849	61538626
ENSG00000082996	chr3	149812708	149962139
ENSG00000083093	chr16	23603160	23641310
ENSG00000083097	chr6	83067666	83171350
ENSG00000083099	chr6	89568144	89638753
ENSG00000083123	chr6	80106647	80346270
ENSG00000083168	chr8	41929479	42051990
ENSG00000083223	chr9	86287733	86354454
ENSG00000083290	chr17	19770829	19867936
ENSG00000083312	chr5	72816312	72916733
ENSG00000083444	chr1	11934205	11975538
ENSG00000083457	chr17	3714628	3801243
ENSG00000083520	chr13	72752169	72782096
ENSG00000083535	chr13	72782059	73016461
ENSG00000083544	chr13	60396457	60573878
ENSG00000083635	chr13	44939249	44989483
ENSG00000083642	chr13	32586427	32778019
ENSG00000083720	chr5	41730065	41870519
ENSG00000083750	chrX	55717739	55758774
ENSG00000083799	chr16	50742050	50801935
ENSG00000083812	chr19	58467045	58475436
ENSG00000083814	chr19	57719751	57727624
ENSG00000083817	chr19	57571566	57578927
ENSG00000083838	chr19	58474017	58481230
ENSG00000083844	chr19	57191500	57222846
ENSG00000083845	chr19	58386400	58394806
ENSG00000083857	chr4	186587783	186726722
ENSG00000083896	chr4	68310387	68350089
ENSG00000083937	chr3	87227271	87255548
ENSG00000084070	chr1	40344850	40423326
ENSG00000084072	chr1	39692182	39763914
ENSG00000084073	chr1	40258107	40294184
ENSG00000084090	chr2	96184859	96208825
ENSG00000084092	chr4	56963370	56978823
ENSG00000084093	chr4	56907876	56966678
ENSG00000084112	chr12	108778192	108857590
ENSG00000084207	chr11	67583595	67586656
ENSG00000084234	chr11	130069837	130144811
ENSG00000084463	chr12	14784579	14803540
ENSG00000084623	chr1	32221928	32231604
ENSG00000084636	chr1	31652247	31704319
ENSG00000084652	chr1	32179686	32198285
ENSG00000084676	chr2	24491914	24770702
ENSG00000084693	chr2	27042364	27070622
ENSG00000084710	chr2	25042130	25159137
ENSG00000084731	chr2	25926596	25982749
ENSG00000084733	chr2	26034107	26137454
ENSG00000084754	chr2	26190635	26244726
ENSG00000084764	chr2	26970612	27027196
ENSG00000084774	chr2	27217390	27243943
ENSG00000085063	chr11	33703010	33736491
ENSG00000085117	chr11	44564427	44620363
ENSG00000085185	chrX	129981107	130058083
ENSG00000085224	chrX	77504878	77786269
ENSG00000085231	chr5	69350984	69370013
ENSG00000085274	chr3	169772831	169789716
ENSG00000085276	chr3	169083499	169663618
ENSG00000085365	chr5	78360583	78479071
